email,frequency
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4658,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\531,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4674,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1431,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2515,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1870,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2012,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2258,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1538,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\713,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1539,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2218,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\362,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2379,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\115,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4025,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\422,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1734,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\773,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2378,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4117,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4038,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1858,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4177,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2465,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\91,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1829,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4008,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\154,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1078,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\892,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1091,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1447,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1996,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1201,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1604,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2324,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2330,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1851,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\559,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2555,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\428,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\588,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4441,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2166,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1667,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3992,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\114,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4395,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4421,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\365,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2408,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4605,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\994,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2382,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4052,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2367,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\514,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\64,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1351,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\270,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4789,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2238,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2046,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1897,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\573,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4336,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\456,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1208,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1507,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\290,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4280,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4208,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\937,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1406,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1522,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\478,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4816,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\74,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\360,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\447,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\248,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1921,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4228,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\311,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2446,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1904,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\212,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4598,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\864,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\960,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\978,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\134,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2239,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1684,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\221,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1726,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1925,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4716,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\947,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2331,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\619,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4689,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\169,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1775,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2309,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4399,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4793,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\476,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1931,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4361,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1853,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1056,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\940,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4246,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1988,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1658,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3949,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3961,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2548,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4711,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4487,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1968,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2029,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4194,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1288,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1841,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2279,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4167,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1752,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3932,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\116,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1305,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3998,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1463,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\408,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4161,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\467,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4705,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2020,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\777,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2402,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4272,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4150,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\534,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1255,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3958,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4180,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2022,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\600,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4707,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1170,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4833,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2522,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1783,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4258,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4690,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4559,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4190,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\331,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4579,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1679,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\21,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1333,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4652,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2196,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2061,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4316,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\805,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2031,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4271,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1915,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4657,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2138,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1711,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4511,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1987,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4409,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\998,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\217,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2445,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\220,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1747,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1727,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2477,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4198,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\974,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1627,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4452,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2208,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\409,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4109,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2369,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2438,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1669,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1183,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1267,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3926,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4125,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1546,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1310,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1212,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\319,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1804,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1951,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4174,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1239,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2130,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2235,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4070,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4266,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3990,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\908,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\877,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4797,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\85,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2299,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\99,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\305,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4704,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4202,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1962,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4388,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\614,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2366,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2320,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\629,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4248,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\680,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3944,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\152,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\88,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4049,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2056,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4390,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3916,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2025,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1017,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1047,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1248,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\811,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\141,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1628,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\389,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\696,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\726,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4143,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2109,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1918,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\645,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4763,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\792,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\784,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1377,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4006,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1729,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4786,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\26,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\351,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1340,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\432,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1241,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1405,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\278,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\334,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\267,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4549,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\182,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4799,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4593,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1224,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4303,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1739,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2545,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2124,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1982,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2354,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4377,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1984,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\504,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3987,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\661,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4469,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2282,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4419,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1609,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1617,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1600,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4033,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4401,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4064,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\758,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1348,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4404,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4649,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1989,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\276,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2385,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2573,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1118,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1569,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\317,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2508,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\923,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2131,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1430,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1687,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1735,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2314,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4195,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4055,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4074,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\1550,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\3956,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2043,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\34,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\367,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\378,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4076,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\644,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2128,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\4329,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\2117,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\986,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\244,0
C:\Users\Seth/midterm/data/enron/maildir/kaminski-v/sent\246,0
